"/edu.mit.to_components_share_memory.AnotherActivity/instance number 1@edu.mit.to_components_share_memory.Singleton/s","359874043116909","<10 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"/edu.mit.to_components_share_memory.AnotherActivity/instance number 1@edu.mit.to_components_share_memory.Singleton/s","359874043116909","<10 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"/edu.mit.to_components_share_memory.AnotherActivity/instance number 1@edu.mit.to_components_share_memory.Singleton/s","359874043116909","<10 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"/edu.mit.to_components_share_memory.AnotherActivity/instance number 1@edu.mit.to_components_share_memory.Singleton/s","359874043116909","<10 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"/edu.mit.to_components_share_memory.AnotherActivity/instance number 1@edu.mit.to_components_share_memory.Singleton/s","359874043116909","<10 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"sendTextMessage","359874043116909","<10 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"i","359874043116909","<10 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"/edu.mit.to_components_share_memory.AnotherActivity/instance number 1@edu.mit.to_components_share_memory.Singleton/s","359874043116909","<10 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"sendTextMessage","359874043116909","<10 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"i","359874043116909","<10 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
