"/de.ecspride.VirtualDispatch1/instance number 1@de.ecspride.DataLeak/data","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"de.ecspride.VirtualDispatch1/imei","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"sendTextMessage","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"i","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"/de.ecspride.VirtualDispatch1/instance number 1@de.ecspride.DataLeak/data","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"de.ecspride.VirtualDispatch1/imei","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"sendTextMessage","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"i","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"/de.ecspride.VirtualDispatch1/instance number 1@de.ecspride.DataLeak/data","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"de.ecspride.VirtualDispatch1/imei","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"sendTextMessage","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"i","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"/de.ecspride.VirtualDispatch1/instance number 1@de.ecspride.DataLeak/data","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"de.ecspride.VirtualDispatch1/imei","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"sendTextMessage","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"i","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"/de.ecspride.VirtualDispatch1/instance number 1@de.ecspride.DataLeak/data","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"de.ecspride.VirtualDispatch1/imei","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"sendTextMessage","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"i","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"/de.ecspride.VirtualDispatch1/instance number 1@de.ecspride.DataLeak/data","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"de.ecspride.VirtualDispatch1/imei","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"sendTextMessage","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"i","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"/de.ecspride.VirtualDispatch1/instance number 1@de.ecspride.DataLeak/data","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
"de.ecspride.VirtualDispatch1/imei","359874043116909","<8 INVOKE,VIRTUAL,extra=[android.telephony.TelephonyManager/getDeviceId[], [0]]>"
